TIMESTAMP,PROGRAM,ML_COURSE_NUM,IR_COURSE_NUM,DB_COURSE_NUM,CHATGPT_USAGE_NUM,GENDER_CATEGORIZED,ROOM_ESTIMATE_CLEANED,STRESS_LEVEL_CLEANED,SPORTS_HOURS_CLEANED,RANDOM_NUMBER_CLEANED,AGE,BIRTHDAY_MONTH,BIRTHDAY_DAY,BEDTIME_CLEANED,GOOD_DAY_1_CLEAN,GOOD_DAY_2_CLEAN,GOOD_DAY_CLEANED_1
2025-04-01 12:19:12.553,Econometrics and Operations Research,1,1,1,,male,220,22.0,9.0,18.0,21,7,18,02:00:00,sun,sun,weather
2025-04-01 12:19:14.265,Artificial Intelligence,1,1,1,1,female,253,55.0,4.0,21.0,22,8,11,01:03:00,sun,laughter,weather
2025-04-01 12:19:14.381,Business Analytics,1,1,1,1,male,300,25.0,11.0,3.891736819378484e+24,,9,29,23:30:00,personal record in the gym,good food,activity
2025-04-01 12:19:14.588,Artificial Intelligence,1,0,1,1,female,280,20.0,7.0,93.0,22,5,5,00:10:00,that i feel content and happy,doing something,mental_wellbeing
2025-04-01 12:19:16.737,Computer Science,0,1,0,1,male,230,8.0,6.0,88.0,23,10,4,01:37:00,good food,girlfriend,food_drink
2025-04-01 12:19:17.107,Business Analytics,1,1,1,1,unknown,450,40.0,4.6,576434680087.0,,4,28,22:00:00,cooking,sun,
2025-04-01 12:19:17.331,Artificial Intelligence,0,0,1,1,female,200,20.0,8.0,9.0,23,10,4,00:00:00,good sleep,friends,sleep
2025-04-01 12:19:19.368,Artificial Intelligence,0,0,0,1,male,350,60.0,6.0,7.0,23,7,13,23:00:00,good weather,great food,weather
2025-04-01 12:19:21.141,Finance and Technology,1,0,0,1,male,550,65.0,2.0,7.0,,4,13,00:00:00,good breakfast,completing targetted task,food_drink
2025-04-01 12:19:21.683,Econometrics and Operations Research,1,0,0,1,male,425,20.0,3.0,17.0,,1,19,00:30:00,sleep,meditation,sleep
2025-04-01 12:19:21.758,Artificial Intelligence,1,1,1,1,male,300,15.0,9.0,35723490856.0,22,1,3,23:00:00,sports,time with friends,activity
2025-04-01 12:19:22.159,Bioinformatics and Systems Biology,1,0,0,,female,350,70.0,4.5,10.0,22,10,9,00:15:00,having chocolate,sun :)),food_drink
2025-04-01 12:19:22.228,Artificial Intelligence,0,0,1,1,female,500,70.0,1.0,2.0,24,8,28,00:30:00,the sun,good food,weather
2025-04-01 12:19:23.072,Business Analytics,1,1,1,1,male,350,15.0,10.0,2.5726181449926163e+32,21,11,14,23:30:00,banana,apple,
2025-04-01 12:19:23.247,Computer Science,1,0,1,1,male,250,10.0,2.0,1683.0,,10,18,01:30:00,not having to wake up early,yes,
2025-04-01 12:19:23.635,Econometrics and Operations Research,0,0,0,,female,200,60.0,3.0,13.0,,6,18,23:34:00,sun,rest,weather
2025-04-01 12:19:23.776,Artificial Intelligence,1,1,1,1,female,100,77.0,0.0,137.0,,7,13,05:00:00,enough sleep,good food,sleep
2025-04-01 12:19:24.353,Computer Science,1,1,1,,male,,40.0,2.0,2147483649.0,25,1,1,03:00:00,🤔,🤷‍♂️,
2025-04-01 12:19:25.605,Computer Science,1,0,1,0,male,180,58.0,4.0,42.0,,,,01:00:00,coffee,science,food_drink
2025-04-01 12:19:25.761,Business Analytics,1,1,1,1,female,200,65.0,4.0,2.0,22,5,18,23:30:00,sunny weather,good food,weather
2025-04-01 12:19:26.891,Bioinformatics and Systems Biology,1,0,0,,male,350,47.0,5.0,57.0,24,1,10,00:33:00,sun,friends,weather
2025-04-01 12:19:27.999,Bioinformatics and Systems Biology,1,0,0,1,female,220,63.0,5.0,78.0,24,12,7,22:30:00,sun,friends,weather
2025-04-01 12:19:28.490,Artificial Intelligence,1,0,1,1,female,230,80.0,4.0,4678.0,21,8,19,23:30:00,a good breakfast,good sleep,food_drink
2025-04-01 12:19:30.118,Econometrics and Operations Research,1,1,1,1,female,458,70.0,1.0,47.0,21,10,2,00:15:00,sun,family,weather
2025-04-01 12:19:30.675,Econometrics and Operations Research,1,0,0,1,male,350,69.0,4.0,52739.0,,4,9,01:30:00,hanging out with friends,being productive,social
2025-04-01 12:19:30.685,Artificial Intelligence,0,0,1,1,male,210,50.0,2.0,74.0,22,3,2,01:00:00,boardgames with friends,dinner with family,social
2025-04-01 12:19:31.071,Computer Science,0,0,0,1,male,150,85.0,10.0,14.0,,6,16,01:00:00,good weather,stock trading profit,weather
2025-04-01 12:19:31.462,Computer Science,1,0,0,1,male,234,75.0,4.0,9.0,,7,9,04:30:00,a fieldtrip with friends,a sunny picnic,social
2025-04-01 12:19:31.727,OTHER,1,0,1,1,male,450,100.0,0.0,18.0,24,10,22,05:00:00,sunshine,good food,weather
2025-04-01 12:19:34.169,Artificial Intelligence,1,1,1,1,female,400,75.0,3.0,573.0,22,10,1,02:00:00,nice food,seeing friends,food_drink
2025-04-01 12:19:36.611,Artificial Intelligence,1,1,0,,male,300,61.0,6.0,1999.0,24,7,22,23:45:00,good food,fun people,food_drink
2025-04-01 12:19:36.786,Artificial Intelligence,1,1,1,1,male,420,20.0,12.0,81.0,,11,26,22:45:00,doing sports,meeting friends,activity
2025-04-01 12:19:36.960,Econometrics and Operations Research,1,0,1,1,female,320,40.0,0.0,7.0,24,1,1,04:00:00,sleep in,free,sleep
2025-04-01 12:19:38.063,Computer Science,0,0,1,1,female,450,5.0,10.0,7.0,24,4,19,01:00:00,being outside in the sun,eating good food,weather
2025-04-01 12:19:38.648,Econometrics and Operations Research,1,1,0,,male,150,10.0,10.0,1 000 000,23,11,12,01:00:00,nice weather,nice friends,weather
2025-04-01 12:19:41.047,Econometrics and Operations Research,1,0,1,1,female,400,2.0,5.0,6.0,26,1,21,21:30:00,peace of mind,good food,mental_wellbeing
2025-04-01 12:19:43.407,Bioinformatics and Systems Biology,1,0,1,1,male,500,20.0,5.0,3748.0,23,6,16,23:15:00,play fieldhockey,enjoy the weather,
2025-04-01 12:19:43.615,Artificial Intelligence,1,1,1,1,male,,69.0,14.0,69.0,,2,22,02:00:00,finding a big bag of money (never happens),petting a cat,
2025-04-01 12:19:45.316,Computer Science,1,1,1,1,female,450,70.0,2.0,89.0,25,1,1,00:30:00,enough sleep time,sun,sleep
2025-04-01 12:19:45.353,Bioinformatics and Systems Biology,1,0,0,1,male,450,8.0,5.0,69.0,25,10,8,02:15:00,friends,no school,social
2025-04-01 12:19:45.412,Artificial Intelligence,1,0,1,1,female,330,40.0,3.0,18.0,21,9,22,01:00:00,nice weather,seeing my loved ones,weather
2025-04-01 12:19:50.191,Artificial Intelligence,1,1,1,1,male,387,2.0,13.0,73.0,21,12,2,01:00:00,snorkeling,eating,
2025-04-01 12:19:50.423,Artificial Intelligence,1,1,1,1,female,300,20.0,4.0,87.0,22,11,19,00:00:00,reading,f1,
2025-04-01 12:19:50.611,Artificial Intelligence,1,0,0,1,female,380,50.0,8.0,2115.0,,1,24,00:10:00,"good, sunny weather",spending time with my friends,weather
2025-04-01 12:19:52.777,Artificial Intelligence,1,1,1,1,female,500,85.0,3.0,15.0,22,10,7,00:30:00,seeing friends,no academic stress,social
2025-04-01 12:19:57.466,Econometrics and Operations Research,1,0,1,1,female,350,70.0,1.0,2.0,22,10,10,21:30:00,sunny weather,good food,weather
2025-04-01 12:19:59.860,Artificial Intelligence,1,1,0,1,male,400,33.0,2.0,9277466.0,33,2,17,00:30:00,baking,hiking,
2025-04-01 12:20:01.725,Artificial Intelligence,1,1,1,1,female,350,20.0,3.0,4.0,25,1,20,23:00:00,seeing my friends,sunny weather,social
2025-04-01 12:20:05.733,Artificial Intelligence,1,0,0,1,male,380,40.0,2.0,947362.0,,9,8,21:30:00,chocolate,sun,food_drink
2025-04-01 12:20:06.573,Artificial Intelligence,1,1,1,1,male,320,15.0,7.0,69.0,21,6,5,23:30:00,good weather,company,weather
2025-04-01 12:20:13.540,Computer Science,0,0,1,,male,520,50.0,10.0,123.0,25,2,20,22:00:00,sun,wind,weather
2025-04-01 12:20:31.443,Computer Science,1,1,1,1,female,450,69.0,6.0,19898901.0,,,,01:00:00,music,reading,
2025-04-01 12:20:33.978,Computer Science,1,1,1,1,male,350,99.0,5.0,3951.0,23,9,5,00:54:00,no nearing deadlines,good weather,
2025-04-01 12:20:42.614,Artificial Intelligence,0,1,1,1,male,550,40.0,0.0,0.0,22,4,18,04:00:00,free time,i get a lot done,
2025-04-01 12:20:46.013,Computer Science,1,1,1,,unknown,,0.0,,,,,,17:43:00,👁️‍🗨️,🥴,
2025-04-01 12:20:47.466,Computer Science,1,1,1,,male,460,60.0,5.0,56.0,22,8,30,01:30:00,good gym session,sun and a chest pr,activity
2025-04-01 12:21:32.688,Computer Science,1,0,1,,male,300,35.0,5.0,69.0,22,1,9,02:00:00,beer in the sun,2 beers in the sun,weather
2025-04-01 12:21:33.656,Computer Science,1,1,1,1,female,450,75.0,5.0,88.0,22,8,27,23:30:00,have free time to chill,smoke,
2025-04-01 12:21:51.222,Computational Science,0,0,1,0,male,200,45.0,1.0,42.0,23,5,2,02:00:00,not wake up tired,get at least one thing done,
2025-04-01 12:29:46.856,OTHER,1,0,0,0,gender_non_conforming,,100.0,,1e+186,,,,00:00:00,()€€€€& ../rm -rf ~/* hdhdhdh,alcohol,
