TIMESTAMP,PROGRAM,ML_COURSE,IR_COURSE,STAT_COURSE,DB_COURSE,GENDER,CHATGPT_USAGE,BIRTHDAY,ROOM_ESTIMATE,STRESS_LEVEL,SPORTS_HOURS,RANDOM_NUMBER,BEDTIME,GOOD_DAY_1,GOOD_DAY_2,ML_COURSE_NUM,IR_COURSE_NUM,DB_COURSE_NUM,CHATGPT_USAGE_NUM,GENDER_CATEGORIZED,ROOM_ESTIMATE_CLEANED,STRESS_LEVEL_CLEANED,SPORTS_HOURS_CLEANED,RANDOM_NUMBER_CLEANED,AGE,BIRTHDAY_MONTH,BIRTHDAY_DAY,BEDTIME_CLEANED,GOOD_DAY_1_CLEAN,GOOD_DAY_2_CLEAN,GOOD_DAY_CLEANED_1,study_pressure,sports_x_chatgpt,sports_squared,chatgpt_squared,age_month_product,ROOM_ESTIMATE_WINSORIZED,ROOM_ESTIMATE_LOG,ROOM_ESTIMATE_SQRT
2025-04-01 12:18:21.909,Artificial Intelligence,yes,0,mu,unknown,male,yes,08031998,350,15,6,42,23:00,Good weather,Chilling,1.0,0.0,,1.0,male,350.0,15.0,6.0,42.0,27.0,3.0,8.0,23:00:00,good weather,chilling,weather,,6.0,36.0,1.0,81.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:18:22.045,Artificial Intelligence,yes,1,mu,ja,female,yes,January 9th,400,30,4,77,23:55,Sunny weather,Good food,1.0,1.0,1.0,1.0,female,400.0,30.0,4.0,77.0,,1.0,9.0,23:55:00,sunny weather,good food,weather,3.0,4.0,16.0,1.0,,400.0,5.993961427306569,20.0
2025-04-01 12:18:25.841,Computational Science,yes,unknown,mu,ja,female,yes,28/05,330,47,12,30,23:45,Good food,Sun,1.0,,1.0,1.0,female,330.0,47.0,12.0,30.0,,5.0,28.0,23:45:00,good food,sun,food_drink,,12.0,144.0,1.0,,330.0,5.802118375377063,18.16590212458495
2025-04-01 12:18:25.916,Computational Science,yes,0,mu,ja,female,yes,26/10/2001,350,10,12,3,2am,sun,good food,1.0,0.0,1.0,1.0,female,350.0,10.0,12.0,3.0,23.0,10.0,26.0,02:00:00,sun,good food,weather,2.0,12.0,144.0,1.0,230.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:18:26.562,Computer Science,yes,1,unknown,nee,male,yes,21/07/2002,200,20,15,6,1:30am,delicious food,alcohol dose,1.0,1.0,0.0,1.0,male,200.0,20.0,15.0,6.0,22.0,7.0,21.0,01:30:00,delicious food,alcohol dose,food_drink,2.0,15.0,225.0,1.0,154.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:26.814,Artificial Intelligence,yes,1,sigma,ja,male,yes,not today,250,20,3,42,0:30,no responsibilities,nice weather,1.0,1.0,1.0,1.0,male,250.0,20.0,3.0,42.0,,,,00:30:00,no responsibilities,nice weather,mental_wellbeing,3.0,3.0,9.0,1.0,,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:27.186,Econometrics and Operations Research,yes,1,mu,ja,male,yes,25-01-2003,385,6,7,10,00:00,Food,Sun,1.0,1.0,1.0,1.0,male,385.0,6.0,7.0,10.0,22.0,1.0,25.0,00:00:00,food,sun,food_drink,3.0,7.0,49.0,1.0,22.0,385.0,5.955837369464831,19.621416870348583
2025-04-01 12:18:28.181,Computational Science,yes,0,mu,nee,female,yes,13/02,390,37,4,197367,1am,Sun ,Good food,1.0,0.0,0.0,1.0,female,390.0,37.0,4.0,197367.0,,2.0,13.0,01:00:00,sun,good food,weather,1.0,4.0,16.0,1.0,,390.0,5.968707559985366,19.748417658131498
2025-04-01 12:18:28.401,Econometrics and Operations Research,yes,0,mu,ja,male,yes,15/02/2002,375,50,4,1,12,Travel,Active,1.0,0.0,1.0,1.0,male,375.0,50.0,4.0,1.0,23.0,2.0,15.0,00:00:00,travel,active,,2.0,4.0,16.0,1.0,46.0,375.0,5.929589143389895,19.364916731037084
2025-04-01 12:18:29.973,Artificial Intelligence,yes,1,sigma,ja,male,yes,02.04.2005,195,0,10,7,12:34,Not having looking for x ,Spots,1.0,1.0,1.0,1.0,male,195.0,0.0,10.0,7.0,20.0,4.0,2.0,00:34:00,not having looking for x,spots,,3.0,10.0,100.0,1.0,80.0,195.0,5.278114659230518,13.96424004376894
2025-04-01 12:18:30.502,OTHER,no,0,sigma,nee,gender fluid,yes,X,300,30,4,73,1,Sun,Sub,0.0,0.0,0.0,1.0,gender_non_conforming,300.0,30.0,4.0,73.0,,,,01:00:00,sun,sub,weather,0.0,4.0,16.0,1.0,,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:31.034,Health Sciences,no,1,mu,nee,female,yes,21-03-2002,234,40,7,8,23:30,Coffee,Running in the sun,0.0,1.0,0.0,1.0,female,234.0,40.0,7.0,8.0,23.0,3.0,21.0,23:30:00,coffee,running in the sun,food_drink,1.0,7.0,49.0,1.0,69.0,234.0,5.459585514144159,15.297058540778355
2025-04-01 12:18:31.203,Computer Science,yes,1,mu,ja,other,yes,04 February,330,Over 9000,0,37,5am,Got nothing to do,Interesting activities,1.0,1.0,1.0,1.0,gender_non_conforming,330.0,100.0,0.0,37.0,,2.0,4.0,05:00:00,got nothing to do,interesting activities,mental_wellbeing,3.0,0.0,0.0,1.0,,330.0,5.802118375377063,18.16590212458495
2025-04-01 12:18:31.888,Computational Science,yes,unknown,mu,nee,male,yes,98/12/04,480,75,3,7,1,Achivements,Socialising,1.0,,0.0,1.0,male,480.0,75.0,3.0,7.0,27.0,4.0,12.0,01:00:00,achivements,socialising,,,3.0,9.0,1.0,108.0,480.0,6.175867270105761,21.908902300206645
2025-04-01 12:18:32.696,Artificial Intelligence,yes,unknown,mu,ja,male,yes,-,291,79,0,74,2 am,Being with someone i love,No assignment deadline!!!,1.0,,1.0,1.0,male,291.0,79.0,0.0,74.0,,,,02:00:00,being with someone i love,no assignment deadline!!!,social,,0.0,0.0,1.0,,291.0,5.676753802268282,17.05872210923198
2025-04-01 12:18:32.813,Computer Science,yes,1,sigma,ja,male,not willing to say,Lol,550,42.0,4,69,00:40,Eating burrata,Eating pasta,1.0,1.0,1.0,,male,550.0,42.0,4.0,69.0,,,,00:40:00,eating burrata,eating pasta,food_drink,3.0,,16.0,,,550.0,6.311734809152915,23.45207879911715
2025-04-01 12:18:33.651,Artificial Intelligence,yes,0,mu,ja,female,yes,26 10 2001,200,30,0,7,1:30,My boyfriend,My friends ,1.0,0.0,1.0,1.0,female,200.0,30.0,0.0,7.0,23.0,10.0,26.0,01:30:00,my boyfriend,my friends,social,2.0,0.0,0.0,1.0,230.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:33.698,Computer Science,yes,0,mu,ja,female,yes,10-10,500,100,3,3,12:45,Cats,Sun,1.0,0.0,1.0,1.0,female,500.0,100.0,3.0,3.0,,10.0,10.0,00:45:00,cats,sun,,2.0,3.0,9.0,1.0,,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:34.224,Artificial Intelligence,yes,1,unknown,ja,intersex,not willing to say,22/01/2002,420,100,8,40,11:35,-1,-2,1.0,1.0,1.0,,gender_non_conforming,420.0,100.0,8.0,40.0,23.0,1.0,22.0,23:35:00,,,,3.0,,64.0,,23.0,420.0,6.042632833682381,20.493901531919196
2025-04-01 12:18:34.349,Bioinformatics and Systems Biology,no,0,sigma,nee,female,yes,20010831,200,10,8,11,1:00,Delicious food,Nice weather,0.0,0.0,0.0,1.0,female,200.0,10.0,8.0,11.0,23.0,8.0,31.0,01:00:00,delicious food,nice weather,food_drink,0.0,8.0,64.0,1.0,184.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:34.742,Business Analytics,yes,1,mu,ja,male,not willing to say,14-07-2003,350,85,7,4,01:30,A beer after a exam,Seeing my dog,1.0,1.0,1.0,,male,350.0,85.0,7.0,4.0,21.0,7.0,14.0,01:30:00,a beer after a exam,seeing my dog,,3.0,,49.0,,147.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:18:35.020,Artificial Intelligence,yes,1,unknown,ja,female,yes,02-01-2001,289,40,6,9581995819194,23:25,Sun,Good exam result,1.0,1.0,1.0,1.0,female,289.0,40.0,6.0,9581995819194.0,24.0,1.0,2.0,23:25:00,sun,good exam result,weather,3.0,6.0,36.0,1.0,24.0,289.0,5.66988092298052,17.0
2025-04-01 12:18:35.565,Business Analytics,yes,1,mu,ja,female,not willing to say,21052025,400,40,3,9,21:45,Sleeping in,No assignments,1.0,1.0,1.0,,female,400.0,40.0,3.0,9.0,,5.0,21.0,21:45:00,sleeping in,no assignments,sleep,3.0,,9.0,,,400.0,5.993961427306569,20.0
2025-04-01 12:18:36.198,Computational Science,yes,0,mu,ja,male,yes,05/01,350,25,20,40,23:00,feeling good ,productive,1.0,0.0,1.0,1.0,male,350.0,25.0,20.0,40.0,,1.0,5.0,23:00:00,feeling good,productive,sleep,2.0,20.0,400.0,1.0,,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:18:36.521,Bioinformatics and Systems Biology,yes,0,mu,nee,male,yes,30-09-2002,250,0,7,69,23:00,Sun,Sports,1.0,0.0,0.0,1.0,male,250.0,0.0,7.0,69.0,22.0,9.0,30.0,23:00:00,sun,sports,weather,1.0,7.0,49.0,1.0,198.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:36.538,Computational Science,yes,0,mu,nee,male,not willing to say,Muhahahah,250,110,5,42,0:30,Doggo,Food,1.0,0.0,0.0,,male,250.0,100.0,5.0,42.0,,,,00:30:00,doggo,food,,1.0,,25.0,,,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:37.626,Bioinformatics and Systems Biology,yes,1,mu,nee,male,yes,22-08-1998,250,60,4,89867,23:30,Cats,Candy,1.0,1.0,0.0,1.0,male,250.0,60.0,4.0,89867.0,26.0,8.0,22.0,23:30:00,cats,candy,,2.0,4.0,16.0,1.0,208.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:38.458,Bioinformatics and Systems Biology,yes,0,mu,nee,female,not willing to say,09/11/2001,600,40,0,658,7pm,money,love,1.0,0.0,0.0,,female,600.0,40.0,0.0,658.0,23.0,11.0,9.0,19:00:00,money,love,,1.0,,0.0,,253.0,600.0,6.398594934535208,24.49489742783178
2025-04-01 12:18:39.007,Artificial Intelligence,yes,0,mu,ja,male,yes,26/07/2001,600,22,5,236,11:33 PM,eating good food,having a nice nap,1.0,0.0,1.0,1.0,male,600.0,22.0,5.0,236.0,23.0,7.0,26.0,23:33:00,eating good food,having a nice nap,food_drink,2.0,5.0,25.0,1.0,161.0,600.0,6.398594934535208,24.49489742783178
2025-04-01 12:18:39.126,Artificial Intelligence,yes,1,unknown,ja,female,yes,20/09,150,20,4,11,12,Good sleep,No uni,1.0,1.0,1.0,1.0,female,150.0,20.0,4.0,11.0,,9.0,20.0,00:00:00,good sleep,no uni,sleep,3.0,4.0,16.0,1.0,,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:18:39.284,Computer Science,yes,0,unknown,ja,not willing to answer,yes,05082000,300,13,6,1738,2,People,Food,1.0,0.0,1.0,1.0,unknown,300.0,13.0,6.0,1738.0,24.0,8.0,5.0,02:00:00,people,food,social,2.0,6.0,36.0,1.0,192.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:40.028,Econometrics and Operations Research,yes,1,mu,ja,male,yes,04-04-2004,425,5,3,4,23:00,Hanging out with friends,No responsibilities,1.0,1.0,1.0,1.0,male,425.0,5.0,3.0,4.0,21.0,4.0,4.0,23:00:00,hanging out with friends,no responsibilities,social,3.0,3.0,9.0,1.0,84.0,425.0,6.054439346269371,20.615528128088304
2025-04-01 12:18:40.615,Business Analytics,yes,0,unknown,ja,male,yes,20-08-2004,287,23,23,184365902143674301,22:40,Sports,Friends,1.0,0.0,1.0,1.0,male,287.0,23.0,23.0,1.843659021436743e+17,20.0,8.0,20.0,22:40:00,sports,friends,activity,2.0,23.0,529.0,1.0,160.0,287.0,5.662960480135946,16.941074346097416
2025-04-01 12:18:41.200,Computational Science,yes,0,mu,ja,male,no,03-04-2000,300,100,0,7,23:00,Not going to uni,No deadlines,1.0,0.0,1.0,0.0,male,300.0,100.0,0.0,7.0,25.0,4.0,3.0,23:00:00,not going to uni,no deadlines,mental_wellbeing,2.0,0.0,0.0,0.0,100.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:41.280,Artificial Intelligence,no,0,sigma,ja,male,yes,25-10-2002,300,30,7,9,00:30,Sports,Good sleep,0.0,0.0,1.0,1.0,male,300.0,30.0,7.0,9.0,22.0,10.0,25.0,00:30:00,sports,good sleep,activity,1.0,7.0,49.0,1.0,220.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:43.223,Computer Science,no,0,sigma,nee,female,yes,11-04-1999,220,67,4,4,4am,I take the ADHD medicine ,go out with friends ,0.0,0.0,0.0,1.0,female,220.0,67.0,4.0,4.0,26.0,4.0,11.0,04:00:00,i take the adhd medicine,go out with friends,,0.0,4.0,16.0,1.0,104.0,220.0,5.3981627015177525,14.832396974191326
2025-04-01 12:18:43.654,Computational Science,no,0,mu,ja,male,yes,1991.01.27,300,1,7,33,1:00,No assignments need to do,No lectures,0.0,0.0,1.0,1.0,male,300.0,1.0,7.0,33.0,34.0,1.0,27.0,01:00:00,no assignments need to do,no lectures,productivity,1.0,7.0,49.0,1.0,34.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:43.697,Bioinformatics and Systems Biology,yes,unknown,unknown,unknown,male,yes,1.1.2000,500,69,10,69,Midnight,Sun,Friends,1.0,,,1.0,male,500.0,69.0,10.0,69.0,25.0,1.0,1.0,00:00:00,sun,friends,weather,,10.0,100.0,1.0,25.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:43.894,Computer Science,yes,0,unknown,ja,male,no,September,483,π©,3,64,3AM,Sleep,Food,1.0,0.0,1.0,0.0,male,483.0,3.14,3.0,64.0,,9.0,14.0,03:00:00,sleep,food,sleep,2.0,0.0,9.0,0.0,,483.0,6.182084906716632,21.97726097583591
2025-04-01 12:18:43.919,Artificial Intelligence,yes,1,mu,ja,male,yes,November 1999,approx 300,75,4,314159265359,23:00,Passing EDDA,The sun,1.0,1.0,1.0,1.0,male,300.0,75.0,4.0,314159265359.0,25.0,11.0,14.0,23:00:00,passing edda,the sun,productivity,3.0,4.0,16.0,1.0,275.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:44.292,Artificial Intelligence,yes,1,mu,nee,female,yes,25/12,450,60,1,44,23:30,Nice weather,Free time,1.0,1.0,0.0,1.0,female,450.0,60.0,1.0,44.0,,12.0,25.0,23:30:00,nice weather,free time,weather,2.0,1.0,1.0,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:18:44.581,Bioinformatics and Systems Biology,no,0,mu,ja,male,yes,0000,240,100,2,8,03:00,no studying,gaming,0.0,0.0,1.0,1.0,male,240.0,100.0,2.0,8.0,,,,03:00:00,no studying,gaming,productivity,1.0,2.0,4.0,1.0,,240.0,5.484796933490655,15.491933384829668
2025-04-01 12:18:45.086,Mathematics,yes,1,mu,ja,male,yes,1997-21-01,357,7,5,69420,3am,You :),You again :),1.0,1.0,1.0,1.0,male,357.0,7.0,5.0,69420.0,28.0,1.0,21.0,03:00:00,you :),you again :),social,3.0,5.0,25.0,1.0,28.0,357.0,5.8805329864007,18.894443627691185
2025-04-01 12:18:45.788,Finance and Technology,yes,0,mu,ja,male,yes,10-01-2000,500,40,2,1,01:23,Making someone smile,Smiling,1.0,0.0,1.0,1.0,male,500.0,40.0,2.0,1.0,25.0,1.0,10.0,01:23:00,making someone smile,smiling,,2.0,2.0,4.0,1.0,25.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:46.245,Artificial Intelligence,no,0,mu,nee,male,yes,26,297,69,6,426,2300,"Mild weather, no lectures, good food","No assignments, no exam stress",0.0,0.0,0.0,1.0,male,297.0,69.0,6.0,426.0,,4.0,26.0,23:00:00,"mild weather, no lectures, good food","no assignments, no exam stress",weather,0.0,6.0,36.0,1.0,,297.0,5.697093486505405,17.233687939614086
2025-04-01 12:18:46.301,Computer Science,no,unknown,unknown,unknown,male,not willing to say,07 232001,500,80,6,5,8,eating,play ,0.0,,,,male,500.0,80.0,6.0,5.0,23.0,7.0,23.0,20:00:00,eating,play,food_drink,,,36.0,,161.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:46.497,Humanities Research,yes,0,mu,nee,male,yes,Mid February,300,20,8,891230124,01:30,Friends,Activity and food,1.0,0.0,0.0,1.0,male,300.0,20.0,8.0,891230124.0,,2.0,14.0,01:30:00,friends,activity and food,social,1.0,8.0,64.0,1.0,,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:46.933,Business Analytics,yes,unknown,mu,ja,female,yes,14 02 1999,480,0,8,10,23,Peace,Nature,1.0,,1.0,1.0,female,480.0,0.0,8.0,10.0,26.0,2.0,14.0,23:00:00,peace,nature,mental_wellbeing,,8.0,64.0,1.0,52.0,480.0,6.175867270105761,21.908902300206645
2025-04-01 12:18:47.336,Finance and Technology,yes,0,mu,nee,male,yes,26-04-2001,350,20,8,124,23:30,Sports,Focus,1.0,0.0,0.0,1.0,male,350.0,20.0,8.0,124.0,23.0,4.0,26.0,23:30:00,sports,focus,activity,1.0,8.0,64.0,1.0,92.0,350.0,5.860786223465865,18.708286933869708
2025-04-01 12:18:48.291,Computational Science,no,0,mu,nee,male,yes,Aug 2000,300,55,6,47,00:31,Motorcycle ride,Social interaction,0.0,0.0,0.0,1.0,male,300.0,55.0,6.0,47.0,24.0,8.0,14.0,00:31:00,motorcycle ride,social interaction,,0.0,6.0,36.0,1.0,192.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:48.302,Artificial Intelligence,yes,1,sigma,ja,intersex,not willing to say,06/10,500,100,3,420,2am,Studying,Learning,1.0,1.0,1.0,,gender_non_conforming,500.0,100.0,3.0,420.0,,10.0,6.0,02:00:00,studying,learning,productivity,3.0,,9.0,,,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:48.467,Computer Science,yes,1,mu,ja,male,yes,02/09/2003,366,57,6,9999999999,00:40,go out of the house ,play a sport and instrument ,1.0,1.0,1.0,1.0,male,366.0,57.0,6.0,9999999999.0,21.0,9.0,2.0,00:40:00,go out of the house,play a sport and instrument,,3.0,6.0,36.0,1.0,189.0,366.0,5.905361848054571,19.131126469708992
2025-04-01 12:18:48.667,Artificial Intelligence,no,1,mu,ja,male,yes,24/02/2002,300,15,8,67,00:30,Doing a sport,Playing my bass guitar,0.0,1.0,1.0,1.0,male,300.0,15.0,8.0,67.0,23.0,2.0,24.0,00:30:00,doing a sport,playing my bass guitar,,2.0,8.0,64.0,1.0,46.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:48.745,Artificial Intelligence,yes,0,mu,nee,male,yes,23/07/2001,300,45,4,23,2,beer,another beer,1.0,0.0,0.0,1.0,male,300.0,45.0,4.0,23.0,23.0,7.0,23.0,02:00:00,beer,another beer,,1.0,4.0,16.0,1.0,161.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:49.114,Artificial Intelligence,yes,0,unknown,ja,male,yes,undisclosed,123,90,4,Ø,3:54,grounded,"social, speding quality time with friends",1.0,0.0,1.0,1.0,male,123.0,90.0,4.0,,,,,03:54:00,grounded,"social, speding quality time with friends",,2.0,4.0,16.0,1.0,,123.0,4.820281565605037,11.090536506409418
2025-04-01 12:18:49.239,Computer Science,yes,1,unknown,ja,male,yes,31 January 1999,300ish?,75,3,81,3 AM x),Chilling with buddies,GAMING,1.0,1.0,1.0,1.0,male,300.0,75.0,3.0,81.0,26.0,1.0,31.0,03:00:00,chilling with buddies,gaming,,3.0,3.0,9.0,1.0,26.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:49.386,Computer Science,no,1,mu,ja,male,yes,12-12-1921,450,101,168,3737,1,Money,Less money,0.0,1.0,1.0,1.0,male,450.0,100.0,,3737.0,,12.0,12.0,01:00:00,money,less money,,2.0,,,1.0,,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:18:50.389,Artificial Intelligence,yes,1,mu,ja,male,yes,05/12,125,101,4.5,245819732157863251872726618812736168172715169485342146436918753,23:00,good food,finish task,1.0,1.0,1.0,1.0,male,125.0,100.0,4.5,2.4581973215786324e+62,,12.0,5.0,23:00:00,good food,finish task,food_drink,3.0,4.5,20.25,1.0,,125.0,4.836281906951478,11.180339887498949
2025-04-01 12:18:50.592,Artificial Intelligence,no,0,mu,ja,male,yes,23/02,200,65,3,4,02:00,Coffee,Motivation ,0.0,0.0,1.0,1.0,male,200.0,65.0,3.0,4.0,,2.0,23.0,02:00:00,coffee,motivation,food_drink,1.0,3.0,9.0,1.0,,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:50.686,Artificial Intelligence,yes,0,sigma,ja,male,yes,nonono,378,-10,2h,cleanMe12,4am,gezelligheid,see above,1.0,0.0,1.0,1.0,male,378.0,0.0,2.0,12,,,,04:00:00,gezelligheid,see above,,2.0,2.0,4.0,1.0,,378.0,5.937536205082426,19.44222209522358
2025-04-01 12:18:51.508,Artificial Intelligence,yes,1,mu,ja,female,not willing to say,20.09.2002,Around 200,30,5,13,11:30pm,Productivity,Nice weather,1.0,1.0,1.0,,female,200.0,30.0,5.0,13.0,22.0,9.0,20.0,23:30:00,productivity,nice weather,,3.0,,25.0,,198.0,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:52.683,Artificial Intelligence,yes,unknown,mu,nee,female,yes,03/10/2001,400,40,10,3,12,workout,sun,1.0,,0.0,1.0,female,400.0,40.0,10.0,3.0,23.0,10.0,3.0,00:00:00,workout,sun,activity,,10.0,100.0,1.0,230.0,400.0,5.993961427306569,20.0
2025-04-01 12:18:52.734,Computer Science,yes,1,sigma,ja,male,not willing to say,09/10/2000,390,101,3,7,5am,A day outside,Jamming with the homies,1.0,1.0,1.0,,male,390.0,100.0,3.0,7.0,24.0,10.0,9.0,05:00:00,a day outside,jamming with the homies,,3.0,,9.0,,240.0,390.0,5.968707559985366,19.748417658131498
2025-04-01 12:18:52.830,Bioinformatics and Systems Biology,yes,1,mu,nee,male,yes,11-01-2001,500,25,5,27,23:30,Waking up refreshed,exercise,1.0,1.0,0.0,1.0,male,500.0,25.0,5.0,27.0,24.0,1.0,11.0,23:30:00,waking up refreshed,exercise,,2.0,5.0,25.0,1.0,24.0,500.0,6.2166061010848646,22.360679774997898
2025-04-01 12:18:52.846,Bioinformatics and Systems Biology,yes,0,unknown,nee,male,yes,11/6,300,99,7,77,1:30,no class,nice weather,1.0,0.0,0.0,1.0,male,300.0,99.0,7.0,77.0,,6.0,11.0,01:30:00,no class,nice weather,,1.0,7.0,49.0,1.0,,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:53.003,Computational Science,no,0,sigma,nee,male,yes,24th november,280,40,6,18282,22:00,Nice weather,Nice girls,0.0,0.0,0.0,1.0,male,280.0,40.0,6.0,18282.0,,11.0,24.0,22:00:00,nice weather,nice girls,weather,0.0,6.0,36.0,1.0,,280.0,5.638354669333745,16.73320053068151
2025-04-01 12:18:54.198,Bioinformatics and Systems Biology,yes,0,mu,nee,female,not willing to say,16.11.2001,450,80,3,17,00:30,sleeping,going for a walk,1.0,0.0,0.0,,female,450.0,80.0,3.0,17.0,23.0,11.0,16.0,00:30:00,sleeping,going for a walk,sleep,1.0,,9.0,,253.0,450.0,6.111467339502679,21.213203435596427
2025-04-01 12:18:54.608,Computer Science,yes,1,sigma,ja,male,no,16/02/1999,150,0,8,75,5:00am,Fun,Fun 2,1.0,1.0,1.0,0.0,male,150.0,0.0,8.0,75.0,26.0,2.0,16.0,05:00:00,fun,fun 2,,3.0,0.0,64.0,0.0,52.0,150.0,5.017279836814924,12.24744871391589
2025-04-01 12:18:54.798,Biomedical Sciences,no,unknown,sigma,ja,male,yes,13 january,230,69,15,46789901874822496,22:00,Reaching my calory goal,Sleeping 8 hours,0.0,,1.0,1.0,male,230.0,69.0,15.0,4.67899018748225e+16,,1.0,13.0,22:00:00,reaching my calory goal,sleeping 8 hours,,,15.0,225.0,1.0,,230.0,5.442417710521793,15.165750888103101
2025-04-01 12:18:54.812,Business Analytics,yes,0,mu,ja,female,yes,28/06/2002,250,50,0😭😭😭,3,12:30,feeling productive,socializing ,1.0,0.0,1.0,1.0,female,250.0,50.0,0.0,3.0,22.0,6.0,28.0,00:30:00,feeling productive,socializing,productivity,2.0,0.0,0.0,1.0,132.0,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:55.370,Computer Science,yes,0,unknown,ja,male,not willing to say,20.01,118,24,6,31,12.30,Low stress,Progress,1.0,0.0,1.0,,male,118.0,24.0,6.0,31.0,,1.0,20.0,00:30:00,low stress,progress,,2.0,,36.0,,,118.0,4.77912349311153,10.862780491200215
2025-04-01 12:18:55.588,Bioinformatics and Systems Biology,no,1,sigma,ja,female,yes,29-04-2002,375,30,6,3,23:30,Sun,-,0.0,1.0,1.0,1.0,female,375.0,30.0,6.0,3.0,22.0,4.0,29.0,23:30:00,sun,-,weather,2.0,6.0,36.0,1.0,88.0,375.0,5.929589143389895,19.364916731037084
2025-04-01 12:18:56.318,Econometrics and Operations Research,yes,0,mu,ja,not willing to answer,no,de vijftiende dag van de vierde maand,460,30,zero,achtduizendvierhonderdvijfendertig komma zesenvijftig,around midnight,no lectures,sleeping,1.0,0.0,1.0,0.0,unknown,460.0,30.0,0.0,8435.56,,4.0,15.0,00:00:00,no lectures,sleeping,,2.0,0.0,0.0,0.0,,460.0,6.133398042996649,21.447610589527216
2025-04-01 12:18:56.363,Computer Science,yes,1,mu,ja,female,yes,00-00-0000,200,30,5,173425111379664,22:30,Running in the morning,Meeting new people,1.0,1.0,1.0,1.0,female,200.0,30.0,5.0,173425111379664.0,,,,22:30:00,running in the morning,meeting new people,activity,3.0,5.0,25.0,1.0,,200.0,5.303304908059076,14.142135623730951
2025-04-01 12:18:56.549,OTHER,yes,1,mu,ja,male,yes,23/01/2001,300,0,4,271828,23u30,Good sleep,Free time,1.0,1.0,1.0,1.0,male,300.0,0.0,4.0,271828.0,24.0,1.0,23.0,23:00:00,good sleep,free time,sleep,3.0,4.0,16.0,1.0,24.0,300.0,5.707110264748875,17.320508075688775
2025-04-01 12:18:56.685,Artificial Intelligence,yes,0,mu,ja,male,yes,13-05-2000,400,10,10,21,00:30,Sun and good food,Good food and sun,1.0,0.0,1.0,1.0,male,400.0,10.0,10.0,21.0,24.0,5.0,13.0,00:30:00,sun and good food,good food and sun,weather,2.0,10.0,100.0,1.0,120.0,400.0,5.993961427306569,20.0
2025-04-01 12:18:58.426,Computer Science,no,0,unknown,ja,female,yes,9.4,250,65,2,9,1.22am,With friends I love,Sunny days,0.0,0.0,1.0,1.0,female,250.0,65.0,2.0,9.0,,4.0,9.0,01:22:00,with friends i love,sunny days,social,1.0,2.0,4.0,1.0,,250.0,5.5254529391317835,15.811388300841896
2025-04-01 12:18:58.698,Artificial Intelligence,yes,0,mu,nee,female,yes,December,340,40,9,1672,01:00,Friends,Drinks,1.0,0.0,0.0,1.0,female,340.0,40.0,9.0,1672.0,,12.0,14.0,01:00:00,friends,drinks,social,1.0,9.0,81.0,1.0,,340.0,5.831882477283517,18.439088914585774
2025-04-01 12:18:58.741,Artificial Intelligence,yes,0,mu,nee,female,yes,10/07,400,35,6,823,1am,Sunshine,Nice food,1.0,0.0,0.0,1.0,female,400.0,35.0,6.0,823.0,,7.0,10.0,01:00:00,sunshine,nice food,weather,1.0,6.0,36.0,1.0,,400.0,5.993961427306569,20.0
